7,1,281,156
7,0,150,157
7,1,88,156
7,0,327,131
7,0,204,156
7,0,146,130
7,0,283,157
7,0,44,52
7,0,67,26
7,1,320,130
7,0,317,131
7,0,110,130
7,1,192,131
7,1,315,131
7,1,153,130
7,0,139,131
7,0,261,130
7,0,244,130
7,0,207,156
7,1,359,130
7,0,364,130
7,1,399,156
7,0,124,131
7,1,285,130
7,0,54,52
7,0,51,130
7,0,287,130
7,0,43,52
7,0,212,156
7,0,394,156
7,1,116,130
7,0,44,53
7,1,268,130
7,0,187,130
7,0,68,26
7,1,296,130
7,1,34,26
7,0,288,130
7,0,382,131
7,0,164,156
7,1,221,130
7,1,155,157
7,0,396,131
7,1,398,156
7,0,171,130
7,1,231,130
7,0,397,130
7,0,86,52
7,0,271,156
7,1,354,130
7,0,367,130
7,0,277,131
7,0,205,130
7,1,127,130
7,0,190,156
7,1,314,131
7,1,360,156
7,1,172,130
7,1,346,130
7,0,108,130
7,1,251,131
7,1,381,156
7,1,165,130
7,0,113,130
7,0,388,130
7,0,191,157
7,0,233,157
7,0,191,131
7,1,354,156
7,0,169,130
7,1,105,156
7,0,163,156
7,0,145,156
7,1,232,156
7,1,285,130
7,1,378,130
7,1,230,130
7,0,48,26
7,1,157,130
7,1,148,130
7,1,355,156
7,0,339,157
7,1,189,130
7,1,381,130
7,0,91,26
7,0,161,130
7,1,369,130
7,1,1,52
7,0,127,130
7,0,144,130
7,0,251,104
7,0,375,157
7,1,60,26
7,1,384,130
7,0,398,131
7,0,22,26
7,0,49,52
7,0,180,131
7,0,379,104
7,0,150,130
7,1,64,130
7,0,315,130
7,0,37,26
7,1,200,130
7,1,96,52
7,1,167,157
7,0,104,131
7,0,337,131
7,0,183,130
7,0,227,130
7,1,319,130
7,0,363,130
7,0,129,156
7,1,140,131
7,1,265,131
7,1,121,156
7,0,192,156
7,0,17,26
7,1,284,130
7,0,299,130
7,0,380,156
7,0,85,52
7,0,332,157
7,1,65,26
7,0,31,52
7,1,142,130
7,1,305,156
7,1,5,52
7,1,246,130
7,0,193,131
7,1,342,130
7,0,234,131
